#name:Lewis et al., Mol Syst Biol 2010
#score:8.4
#weight:100%
#description:Spectral counting data based on <a href="http://www.ncbi.nlm.nih.gov/pubmed/20664636" target="_blank">Lewis et al., Mol Syst Biol 2010</a><br/><b>Interaction consistency score</b>: 8.4&nbsp<b>Coverage</b>: 20%
#organ:WHOLE_ORGANISM
#integrated:false
#
#internal_id	string_external_id	abundance_ppm	raw_spectral_count
#
4738859	511145.b3980	8081.442581751812	2293292
4738865	511145.b3986	10347.002194706436	291004
4738866	511145.b3987	618.0199061538009	214612
4738863	511145.b3984	4540.0235334322615	442219
4735771	511145.b0595	249.26074757619722	40002
4738864	511145.b3985	20806.899967854286	1179803
4738867	511145.b3988	624.1760451976909	252655
4738575	511145.b3648	29.182040117883847	1551
4738576	511145.b3649	1423.5499577777616	49937
4738567	511145.b3640	318.0201016802256	10392
4735579	511145.b0386	142.69729177972732	10758
4735577	511145.b0384	93.00811160472719	4019
4738571	511145.b3644	69.85495847481708	8051
4738681	511145.b3771	25.608148393310024	4501
4738684	511145.b3774	2356.5860849729975	356669
4739118	511145.b4258	85.37217278923272	21440
4735760	511145.b0584	585.7475654720215	114045
4738688	511145.b3780	41.490453890956196	5242
4738689	511145.b3781	972.9032090554646	49701
4735763	511145.b0587	40.92550993319764	3051
4735762	511145.b0586	17.323936581760865	8917
4735584	511145.b0391	906.5078196166821	15269
4737624	511145.b2595	232.43430846705988	32126
4737625	511145.b2597	141.610474808627	7547
4737627	511145.b2599	305.39795982345436	33202
4738578	511145.b3651	32.35919240800834	2846
4738676	511145.b3764	250.7257020748105	8724
4735569	511145.b0376	30.96425551690303	2228
4739129	511145.b4269	286.932564731172	38489
4738680	511145.b3770	154.08083343171467	13970
4738850	511145.b3962	195.21370710385938	50316
4738848	511145.b3960	221.2112402665766	30699
4735750	511145.b0574	47.22408959585088	8318
4738849	511145.b3961	14.267619967601135	1637
4735574	511145.b0381	309.88830567911873	32081
4735754	511145.b0578	1173.391203188745	93704
4738210	511145.b3259	1147.9792390576615	47936
4738393	511145.b3460	9163.191644110328	775063
4735406	511145.b0183	318.56845492963697	27904
4735404	511145.b0181	63.84067066859416	1717
4735405	511145.b0182	382.0926936162829	27369
4738206	511145.b3255	759.7736452671115	29238
4735403	511145.b0180	334.9338343754917	16946
4738207	511145.b3256	131.72555817987177	18433
4737899	511145.b2914	890.2462754387485	37602
4737900	511145.b2916	21.2466931023437	1637
4737901	511145.b2917	68.19140167526928	12209
4737896	511145.b2910	73.92688297166289	3736
4737898	511145.b2913	2345.918393605039	213632
4738018	511145.b3052	158.762369097464	32606
4737554	511145.b2521	110.61577664273358	8351
4737556	511145.b2523	220.76897580999838	44504
4737553	511145.b2520	75.31373872683984	57851
4736758	511145.b1667	83.41433686081334	4411
4738017	511145.b3051	32.539847899337516	9949
4738212	511145.b3261	353.71348581362133	2145
4737562	511145.b2529	363.9444150423613	21973
4738391	511145.b3458	761.3672195885842	101754
4735402	511145.b0179	161.48347171794575	12159
4735401	511145.b0178	3871.947270760876	171474
4738392	511145.b3459	235.7516205353319	14287
4735400	511145.b0177	5.2665901162215905	1811
4737559	511145.b2526	24.737027397698856	6335
4736755	511145.b1662	165.31696096129602	10242
4737558	511145.b2525	179.17621318674662	9035
4738387	511145.b3454	133.87690291708677	9733
4738388	511145.b3455	11.996947385204502	1385
4735417	511145.b0194	429.1865655196786	74874
4738199	511145.b3247	3.1689669890829357	721
4737909	511145.b2925	1544.225943545919	154439
4737910	511145.b2926	8805.888033135658	1182922
4737906	511145.b2922	137.95181722187198	8010
4737546	511145.b2513	26.582018661567457	2289
4738031	511145.b3065	15883.657200482683	103008
4737544	511145.b2511	135.82698127793307	21758
4738027	511145.b3061	33.529243456024794	7360
4738382	511145.b3449	19.754609911912908	1441
4738205	511145.b3253	219.0227117421969	22505
4736767	511145.b1676	1057.5710988319036	159184
4737551	511145.b2518	2028.1308317770047	112280
4738203	511145.b3251	924.6432326926015	80567
4736768	511145.b1677	565.6430144466045	25371
4737549	511145.b2516	97.67494288391939	7069
4735408	511145.b0185	630.5430042895878	63421
4737548	511145.b2515	786.2240233349324	110560
4737547	511145.b2514	20.097368010882892	2841
4738222	511145.b3279	96.68773697927087	8675
4738033	511145.b3067	163.05419276276916	18008
4737917	511145.b2935	678.7517052367305	105631
4737919	511145.b2937	32.16299518411578	2142
4737920	511145.b2938	12.592531637712636	3314
4735855	511145.b0695	18.825209656773918	2950
4738035	511145.b3070	106.61804398066768	6190
4736526	511145.b1412	45.02320333859439	1895
4735420	511145.b0197	1458.868766568274	122769
4736773	511145.b1682	1005.5827707350496	81285
4736529	511145.b1415	607.7146633554149	131490
4738216	511145.b3265	2.6205157414016167	1401
4737923	511145.b2942	325.40776306804037	46870
4738405	511145.b3472	45.157696319861294	2407
4737928	511145.b2947	70.80385667141478	9114
4737929	511145.b2948	35.88378556222932	2455
4737564	511145.b2531	330.421450159607	15469
4737563	511145.b2530	583.112660512641	84206
4737566	511145.b2533	1180.598869457622	76770
4736784	511145.b1693	14.056960460071712	1727
4738396	511145.b3463	72.79454863918068	2633
4738397	511145.b3464	105.13422016685391	16629
4738402	511145.b3469	23.969076609965015	7479
4737767	511145.b2764	163.51991932443156	25408
4737766	511145.b2763	539.9154633093935	107082
4737939	511145.b2958	728.7395540094876	54245
4737935	511145.b2954	520.8619762708202	11567
4737765	511145.b2762	106.72249314608476	7460
4738167	511145.b3212	67.70013704876148	34264
4738168	511145.b3213	343.20753763387665	54537
4737602	511145.b2569	52.71416614768875	7588
4738429	511145.b3498	248.07619974322023	63893
4737600	511145.b2567	96.37114951244742	9990
4738063	511145.b3098	2079.5730649775705	52342
4738057	511145.b3092	44.06152691920375	6868
4737597	511145.b2564	176.09860491358995	12087
4737755	511145.b2752	84.04403101615279	8898
4737754	511145.b2751	36.12216386791067	4207
4738164	511145.b3209	97.14879663123381	3778
4738426	511145.b3495	380.7996538301567	11094
4738161	511145.b3206	366.9642535102304	9798
4738159	511145.b3204	328.3477686886396	14518
4737941	511145.b2960	82.5859763705154	6909
4738156	511145.b3201	115.03619089177252	9198
4738157	511145.b3202	58.87406897570324	10608
4737761	511145.b2758	39.432899806501844	1946
4738420	511145.b3487	14.168877885672105	1991
4737590	511145.b2557	152.82151229952555	57942
4737586	511145.b2553	506.22641027932235	19454
4737584	511145.b2551	3179.140827155095	282160
4737953	511145.b2977	63.61673564051952	3451
4737952	511145.b2976	119.00130938192386	29862
4737785	511145.b2784	24.07737782666544	6472
4737622	511145.b2593	73.5500121938004	5715
4737621	511145.b2592	120.30332487897417	38911
4738186	511145.b3232	21.17269277458966	2691
4737790	511145.b2789	122.82134630697712	11034
4738187	511145.b3233	392.5617232694238	19150
4738188	511145.b3234	91.68731556247731	8001
4738190	511145.b3236	9523.702736387977	808493
4738194	511145.b3240	23.260326652138673	5876
4738183	511145.b3229	208.82719227440927	13429
4737615	511145.b2582	60.35703462273059	3811
4737614	511145.b2581	116.06122733821464	8538
4737780	511145.b2779	7118.606024566852	866431
