"cid","log10(Km)"
1822,-2.39794000867204
1825,0.903089986991943
1829,-3.49689056332863
1832,-3.25963731050576
1837,0.462397997898956
1838,-1.18708664335714
1839,-0.628009088535085
1845,-2.74957999769111
1848,-0.522878745280338
1850,-1.82390874094432
1852,0.0881360887005513
1861,-1.15490195998574
1870,0.690196080028514
1877,-0.221848749616356
1879,-1.36653154442041
1892,1.33243845991561
1901,-0.0963674839157623
1902,-1.48811663902113
1904,1.21085336531489
1906,0.477121254719662
1909,-2.69897000433602
1920,-1.19382002601611
1921,-0.455931955649724
1925,-2.98716277529483
1929,-2.56863623584101
1931,-2.16115090926274
1933,0.255272505103306
1935,-0.795880017344075
1941,-1.44369749923271
1943,-1.06550154875643
1944,-1.82390874094432
1953,-2.95860731484177
1959,0.176235999760871
1968,-1.95860731484178
1969,-1.89279003035213
1971,0.342422680822206
1977,-3.27572413039921
1982,0.217483944213906
1983,-0.356547323513813
1984,-0.84163750790475
1987,0.32735893438633
1988,-2.09691001300806
1996,-0.943095148663527
1998,0.973358799886398
2001,0.698970004336019
2006,-1.86327943284359
2010,-0.292004253577071
2013,-0.00217691925427455
2015,-2.39794000867204
2022,-0.443697499232713
2035,-3.09501411890064
2041,-2.3767507096021
2043,0.0128372247051722
2046,-1.58502665202918
2048,0.698970004336019
2050,-1.63032040044018
2066,-0.443697499232713
2067,-0.744727494896694
2074,0.122215878272827
2076,0.0773679052841565
2083,-1.11350927482752
2086,1.18752072083646
2094,-2.79588001734407
2105,-2.80410034759077
2106,-3.04575749056068
2107,-0.744727494896694
2116,0.720159303405957
2132,-1
2137,-0.647817481888638
2140,-2.31875876262441
2141,-1
2151,-1.08092190762393
2165,-2.87942606879415
2167,2.17143390094301
2183,-0.552818703505133
2185,-1.69897000433602
2191,-2.21609642072726
2206,-1.17392519729917
2207,1.54654266347813
2220,-1.17392519729917
2222,-1.30102999566398
2225,-0.721246399047171
2226,0.0413926851582251
2231,-0.795880017344075
2232,-0.823908740944319
2235,-1.83416237530987
2236,-1.49485002168009
2237,1.95424250943933
2247,-1.64781748188864
2249,-2.48148606012211
2253,-0.657577319177794
2265,1.34242268082221
2271,-1.5016894462104
2274,-0.283996656365201
2280,-1.01322826573376
2289,-0.568636235841013
2291,0.730378468587643
2295,0.792391689498254
2303,-1.95860731484178
2305,0.0293837776852097
2307,-2.61083391563547
2308,-1.09691001300806
2323,-0.494850021680094
2325,-0.989276134608227
2331,-1.30102999566398
2335,-0.677780705266081
2341,-0.3767507096021
2350,1.23044892137827
2357,-1.15490195998574
2362,0.4983105537896
2370,-1.1821042428382
2375,-1.36547235057097
2376,0.382017042574868
2390,-0.522878745280338
2394,-1
2400,-2.22184874961636
2432,-0.0809219076239261
2457,0.929418925714293
2480,-1.04263219156847
2483,-2.30102999566398
2494,0.854306041801081
2495,-1.30102999566398
2497,0.959041392321094
2499,-2.62893213772826
2512,0.0718820073061254
2519,-3.13371266091581
2526,-2.01099538430146
2527,-0.585026652029182
2528,-1.49485002168009
2537,-2.05551732784983
2538,-0.46344155742847
2564,-1.07572071393812
2565,-1.49485002168009
2567,-2.79588001734407
2575,-1.52287874528034
2588,-1.30102999566398
2591,-0.978810700930062
2592,-1.30102999566398
2593,-2.92628164965388
2614,0.153814864344529
2621,-1.64781748188864
2625,-2.45593195564972
2632,0.633468455579586
2634,0.61071338219195
2635,1.60205999132796
2636,0.0700378666077551
2637,-1.42596873227228
2642,0.0392157659039505
2646,-1.02456819149074
2657,-2.15490195998574
2659,1.55022835305509
2666,-1.92081875395238
2670,0.954242509439325
2673,-5.52287874528034
2682,-1.43415218132648
2683,-1.92628164965388
2684,-1.4145392704915
2686,-1.58502665202918
2693,-0.193820026016113
2700,0.0934216851622351
2703,1.15228834438306
2707,-1.82390874094432
2714,-0.493494967595128
2720,-0.823908740944319
2727,-0.301029995663981
2728,0.127104798364808
2730,-1.08592141461089
2735,-1.01322826573376
2737,-0.397940008672038
2741,-2.31202537996544
2763,-0.886056647693163
2774,-0.903089986991943
2780,1.1430148002541
2782,0.698970004336019
2791,-1.21112488422458
2798,-2.49485002168009
2800,-0.568636235841013
2802,-1.39794000867204
2811,-1.65757731917779
2814,-2.24412514432751
2846,-0.6345120151091
2864,-0.677780705266081
2868,-1.2518119729938
2876,-0.853871964321762
2880,-2.94692155651658
2899,-1.85387196432176
2920,-1.86646109162978
2923,-2.67778070526608
2930,0.602059991327962
2932,0.698970004336019
2934,-2.04575749056068
2937,-0.769551078621726
2938,-0.342991979565644
2939,-2.20065945054642
2944,-1.49485002168009
2947,-0.924453038607469
2949,-1.48148606012211
2951,-3
2953,-2.11350927482752
2975,0.562292864456475
2982,-0.823908740944319
2985,-1.17392519729917
2987,-1.61978875828839
2989,-0.698970004336019
2990,-0.881074247174223
2995,0.153814864344529
3015,1.23044892137827
3028,-1.20065945054642
3046,-0.657577319177794
3047,-0.170696227168975
3056,-2.08092190762393
3067,-1.20065945054642
3069,-1.20760831050175
3082,-0.795880017344075
3088,-0.252588192113577
3090,-1.15490195998574
3093,-1.02227639471115
3112,-0.782516055786094
3114,-2.30033567979763
3134,0.877371345869774
3139,0.0808789103418171
3149,-0.0809219076239261
3150,-1.09691001300806
3166,0.832508912706236
3167,-1.61083391563547
3170,-1.30102999566398
3175,-1.50863830616573
3189,0.477121254719662
3196,0.0969100130080564
3203,-2
3205,-2.33254704711005
3210,0
3227,-1.35457773065091
3231,-1.70885323826811
3232,-0.802719441874381
3233,-1.98088370955293
3237,-2.42021640338319
3248,-1.15490195998574
3263,-2.83624247601804
3272,-0.397940008672038
3273,0.0413926851582251
3283,-0.337242168318426
3284,0.431363764158987
3290,0.113943352306837
3296,0.176091259055681
3325,-1.82390874094432
3329,-1.93367407463796
3340,-1.21824462534753
3345,-0.522878745280338
3351,-1.30102999566398
3360,0.0232524596337114
3373,-1.11918640771921
3374,-1.46852108295774
3387,0.903089986991943
3401,-0.522878745280338
3404,-0.647817481888638
3410,0.361727836017593
3415,-0.0783135245163979
3427,-2.56863623584101
3451,-0.942143791258112
3453,-2.18045606445813
3455,-1.72124639904717
3463,-0.261219441515631
3470,-0.958607314841775
3474,-1.82390874094432
3479,-2.04575749056068
3483,-2.52287874528034
3505,0.447158031342219
3514,-0.877784121727173
3515,-1.92081875395238
3516,-1.44369749923271
3539,-2.65757731917779
3557,1.21058602490516
3564,-0.326979092871104
3572,-0.956637721978871
3576,-0.301029995663981
3585,-0.890759031411797
3589,-1.52287874528034
3594,-1.34678748622466
3598,-1.07058107428571
3599,-1.2839966563652
3618,0.210853365314893
3626,-0.508638306165727
3646,-0.0915149811213502
3671,-1.0433514207948
3672,-1.11918640771921
3679,-0.47755576649368
3683,-3.0268721464003
3684,-3
3688,-2.85387196432176
3690,-2.30102999566398
3692,-0.522878745280338
3719,-1.30102999566398
3722,-1.65169513695184
3741,-1.17392519729917
3743,-0.148741651280925
3748,-0.267606240177031
3752,0.644009992336689
3758,-0.221848749616356
3761,0.230448921378274
3765,-0.267606240177031
3766,-0.522878745280338
3767,-0.301029995663981
3772,-2.67778070526608
3793,-0.481486060122113
3794,-2.59516628338006
3823,-1.19382002601611
3837,-1.58502665202918
3838,-0.688246138944246
3840,-2.3767507096021
3846,0.698970004336019
3862,-0.397940008672038
3871,-0.619788758288394
3875,-2.98716277529483
3892,-1.09691001300806
3899,-0.804100347590766
3900,-0.173925197299174
3912,-1.04696554274964
3917,-1.13076828026902
3918,-1.69897000433602
3920,0.45484486000851
3939,-1.60642479673041
3943,0.255272505103306
3947,0.857332496431268
3981,-1.34678748622466
3995,-0.619788758288394
4006,-0.939302159646388
4033,-1.10237290870956
4039,0.0916669575956846
4042,-2.22914798835786
4043,-1.82390874094432
4045,2.11394335230684
4047,-2.22184874961636
4052,-1.49485002168009
4062,-3.09691001300806
4063,-1.47495519296315
4067,0.0969100130080564
4076,-0.742321425130815
4081,-1.15242734085789
4083,-2.82390874094432
4088,-2.63544900464603
4091,-1.03035115951927
4092,-0.638272163982407
4105,-0.406713932979543
4112,-1.58502665202918
4115,-0.818156412055227
4125,-3.10790539730952
4137,-0.0705810742857073
4145,-1.50863830616573
4178,-0.508638306165727
4186,-0.537602002101044
4197,-1.52287874528034
4230,-1.49485002168009
4253,-2.94119451332409
4257,0.153814864344529
4271,-4
4277,0.518513939877887
4282,0.146128035678238
4291,-0.154901959985743
4295,-3
4302,-2.32790214206428
4308,-1.22914798835786
4317,-1.74472749489669
4330,-0.0705810742857073
4332,-1.53760200210104
4333,2.38201704257487
4334,-4
4348,-1.13667713987954
4349,-0.468521082957745
4352,-0.10790539730952
4377,-1.34678748622466
4392,-1.76955107862173
4404,-0.292429823902064
4409,-2.06803388527183
4411,-1.70996538863748
4421,0.176091259055681
4431,-0.419075024324381
4434,-1.97061622231479
4443,-2.15490195998574
4453,-1.10790539730952
4468,-1.67778070526608
4471,-0.443697499232713
4477,-1.3767507096021
4478,-1.1249387366083
4484,-1.68613277963085
4485,-1.69897000433602
4494,-0.920818753952375
4500,-2.65757731917779
4501,-1.52287874528034
4516,0
4517,0.230448921378274
4518,-1.88605664769316
4534,-0.437707135543525
4540,-0.735182176990463
4546,-0.154901959985743
4547,-2.11918640771921
4555,-2.40340290437354
4559,-0.692503962086787
4561,0.6232492903979
4574,-0.332547047110046
4575,0.0644579892269184
4593,-0.404503778174426
4598,-2.03151705144606
4599,-2.22184874961636
4604,-0.696803942579511
4608,-1.06048074738138
4628,-0.789146634685107
4631,-1.69897000433602
4635,-0.779891911959945
4637,-0.819587367161676
4640,-1.56863623584101
4642,-2.22184874961636
4646,-1.59006687666871
4666,-0.698970004336019
4685,-1.39794000867204
4688,-2.48148606012211
4690,-1.60205999132796
