#name:M. pneumoniae data from Kuhner et al. Science, 2009
#score:2.8
#weight:100%
#description: Tandem affinity purification-mass spectrometry (TAP-MS) in a proteome-wide screen. Data from  <a href="http://www.sciencemag.org/content/326/5957/1235.full" target="_blank">Kuhner et al., Science, 2009</a><br/><b>PaxDB score</b>: 2.8&nbsp<b>Coverage</b>: 59%
#
#internal_id    string_external_id abundance
2815069	272634.MPN063	2664.26936907
2815147	272634.MPN141	9921.5429879
2815010	272634.MPN004	1732.59235044
2815009	272634.MPN003	1569.14024191
2815672	272634.MPN665	37446.8780647
2815178	272634.MPN172	392.285060477
2815177	272634.MPN171	1879.69924812
2815452	272634.MPN446	2304.6747303
2815602	272634.MPN595	441.320693037
2815315	272634.MPN309	1765.28277215
2815203	272634.MPN197	3808.4341288
2815159	272634.MPN153	3072.89964041
2815085	272634.MPN079	65.3808434129
2815084	272634.MPN078	49.0356325597
2815083	272634.MPN077	1013.4030729
2815082	272634.MPN076	4658.38509317
2815079	272634.MPN073	621.118012422
2815077	272634.MPN071	245.178162798
2815076	272634.MPN070	163.452108532
2815073	272634.MPN067	4952.59888853
2815072	272634.MPN066	1307.61686826
2815071	272634.MPN065	343.249427918
2815070	272634.MPN064	2435.43641713
2815068	272634.MPN062	6979.40503432
2815067	272634.MPN061	2321.01994116
2815065	272634.MPN059	196.142530239
2815064	272634.MPN058	179.797319385
2815061	272634.MPN055	539.391958156
2815059	272634.MPN053	12275.2533508
2815058	272634.MPN052	6407.32265446
2815057	272634.MPN051	1013.4030729
2815056	272634.MPN050	3661.32723112
2815052	272634.MPN046	49.0356325597
2815051	272634.MPN045	179.797319385
2815050	272634.MPN044	1209.54560314
2815042	272634.MPN036	228.832951945
2815040	272634.MPN034	1144.16475973
2815039	272634.MPN033	212.487741092
2815036	272634.MPN030	735.534488395
2815035	272634.MPN029	2419.09120628
2815031	272634.MPN025	19581.5626022
2815030	272634.MPN024	719.189277542
2815029	272634.MPN023	392.285060477
2815028	272634.MPN022	588.427590716
2815026	272634.MPN020	719.189277542
2815025	272634.MPN019	539.391958156
2815024	272634.MPN018	212.487741092
2815023	272634.MPN017	212.487741092
2815021	272634.MPN015	702.844066688
2815013	272634.MPN007	49.0356325597
2815012	272634.MPN006	310.559006211
2815011	272634.MPN005	1307.61686826
2815691	272634.MPN684	1323.96207911
2815690	272634.MPN683	441.320693037
2815687	272634.MPN680	277.868584505
2815686	272634.MPN679	1225.89081399
2815685	272634.MPN678	3023.86400785
2815684	272634.MPN677	1634.52108532
2815680	272634.MPN673	1013.4030729
2815678	272634.MPN671	2942.13795358
2815677	272634.MPN670	882.641386074
2815676	272634.MPN669	147.106897679
2815675	272634.MPN668	1945.08009153
2815674	272634.MPN667	65.3808434129
2815671	272634.MPN664	1013.4030729
2815670	272634.MPN663	245.178162798
2815669	272634.MPN662	3269.04217064
2815668	272634.MPN661	196.142530239
2815667	272634.MPN660	817.260542661
2815665	272634.MPN658	424.975482184
2815146	272634.MPN140	3530.5655443
2815660	272634.MPN653	196.142530239
2815648	272634.MPN641	65.3808434129
2815645	272634.MPN638	6292.90617849
2815643	272634.MPN636	5737.16900948
2815639	272634.MPN632	114.416475973
2815637	272634.MPN630	277.868584505
2815635	272634.MPN628	1274.92644655
2815634	272634.MPN627	1389.34292252
2815632	272634.MPN625	4560.31382805
2815631	272634.MPN624	277.868584505
2815630	272634.MPN623	98.0712651193
2815629	272634.MPN622	2321.01994116
2815628	272634.MPN621	2795.0310559
2815627	272634.MPN620	196.142530239
2815626	272634.MPN619	702.844066688
2815625	272634.MPN618	1160.50997058
2815624	272634.MPN617	130.761686826
2815623	272634.MPN616	3170.97090552
2815618	272634.MPN611	506.70153645
2815616	272634.MPN609	343.249427918
2815615	272634.MPN608	179.797319385
2815614	272634.MPN607	277.868584505
2815613	272634.MPN606	21739.1304348
2815581	272634.MPN574	21052.6315789
2815579	272634.MPN572	21101.6672115
2815575	272634.MPN568	948.022229487
2815574	272634.MPN567	2549.8528931
2815573	272634.MPN566	81.7260542661
2815570	272634.MPN563	163.452108532
2815569	272634.MPN562	277.868584505
2815568	272634.MPN561	670.153644982
2815567	272634.MPN560	2419.09120628
2815565	272634.MPN558	261.523373652
2815564	272634.MPN557	375.939849624
2815563	272634.MPN556	3612.29159856
2815562	272634.MPN555	3269.04217064
2815561	272634.MPN554	32.6904217064
2815560	272634.MPN553	474.011114743
2815559	272634.MPN552	147.106897679
2815558	272634.MPN551	114.416475973
2815556	272634.MPN549	506.70153645
2815555	272634.MPN548	261.523373652
2815554	272634.MPN547	1242.23602484
2815553	272634.MPN546	1144.16475973
2815552	272634.MPN545	653.808434129
2815551	272634.MPN544	65.3808434129
2815548	272634.MPN541	343.249427918
2815547	272634.MPN540	604.772801569
2815546	272634.MPN539	4037.26708075
2815545	272634.MPN538	326.904217064
2815540	272634.MPN533	11686.8257601
2815539	272634.MPN532	1078.78391631
2815538	272634.MPN531	1520.10460935
2815537	272634.MPN530	5034.32494279
2815536	272634.MPN529	555.737169009
2815534	272634.MPN528	1961.42530239
2815532	272634.MPN526	310.559006211
2815529	272634.MPN523	228.832951945
2815528	272634.MPN522	130.761686826
2815527	272634.MPN521	588.427590716
2815526	272634.MPN520	1863.35403727
2815140	272634.MPN134	1699.90192873
2815525	272634.MPN519	98.0712651193
2815524	272634.MPN518	1569.14024191
2815523	272634.MPN517	3906.50539392
2815521	272634.MPN515	5982.34717228
2815515	272634.MPN509	147.106897679
2815512	272634.MPN506	147.106897679
2815505	272634.MPN499	261.523373652
2815499	272634.MPN493	114.416475973
2815498	272634.MPN492	245.178162798
2815497	272634.MPN491	1618.17587447
2815495	272634.MPN489	784.570120955
2815494	272634.MPN488	147.106897679
2815493	272634.MPN487	261.523373652
2815489	272634.MPN483	212.487741092
2815487	272634.MPN481	424.975482184
2815486	272634.MPN480	572.082379863
2815485	272634.MPN479	9709.05524681
2815484	272634.MPN478	686.498855835
2815482	272634.MPN476	506.70153645
2815481	272634.MPN475	261.523373652
2815480	272634.MPN474	2778.68584505
2815479	272634.MPN473	179.797319385
2815478	272634.MPN472	604.772801569
2815476	272634.MPN470	7077.47629944
2815475	272634.MPN469	130.761686826
2815467	272634.MPN461	686.498855835
2815466	272634.MPN460	130.761686826
2815465	272634.MPN459	65.3808434129
2815462	272634.MPN456	3661.32723112
2815460	272634.MPN454	1454.72376594
2815459	272634.MPN453	6341.94181105
2815451	272634.MPN445	147.106897679
2815450	272634.MPN444	784.570120955
2815442	272634.MPN436	931.677018634
2815440	272634.MPN434	25155.2795031
2815132	272634.MPN126	81.7260542661
2815131	272634.MPN125	98.0712651193
2815130	272634.MPN124	1176.85518143
2815129	272634.MPN123	228.832951945
2815127	272634.MPN121	4462.24256293
2815125	272634.MPN119	474.011114743
2815438	272634.MPN432	245.178162798
2815436	272634.MPN430	36433.4749918
2815434	272634.MPN428	7829.35599869
2815433	272634.MPN427	2124.87741092
2815432	272634.MPN426	866.296175221
2815431	272634.MPN425	474.011114743
2815429	272634.MPN423	147.106897679
2815428	272634.MPN422	375.939849624
