#name:Shigella dysenteriae, Apex, Kuntumalla et al
#score:3.6
#weight:100%
#description:MS/MS Apex data from <a href="http://www.ncbi.nlm.nih.gov/pubmed/19563668" target="_blank">Kuntumalla et al., Proteome Science, 2009</a><br/><b>PaxDB score</b>: 3.6&nbsp<b>Coverage</b>: 25%
#
#internal_id	string_external_id	abundance
3059706	300267.SDY_3544	1500.20691232
3059722	300267.SDY_3562	786.441503164
3059723	300267.SDY_3563	211.058482
3059724	300267.SDY_3564	1607.74807661
3059727	300267.SDY_3567	8141.51415249
3059734	300267.SDY_3574	169.049342402
3059736	300267.SDY_3576	1072.50228122
3059738	300267.SDY_3578	133.728297165
3059739	300267.SDY_3579	898.83632553
3059751	300267.SDY_3591	369.643458648
3059755	300267.SDY_3596	802.713116233
3059767	300267.SDY_3610	690.34391427
3059768	300267.SDY_3611	385.520047809
3059772	300267.SDY_3615	296.902376424
3059776	300267.SDY_3620	63.6030633724
3059779	300267.SDY_3623	241.216478415
3059803	300267.SDY_3649	355.780295413
3059811	300267.SDY_3659	178.89953773
3059812	300267.SDY_3660	110.523356024
3059814	300267.SDY_3662	2033.12665733
3059820	300267.SDY_3669	336.937303183
3059822	300267.SDY_3671	904.765386629
3059824	300267.SDY_3673	2982.97237499
3059829	300267.SDY_3678	458.105141059
3059833	300267.SDY_3682	102.962773751
3059839	300267.SDY_3689	923.312687406
3059840	300267.SDY_3690	348.364076627
3059841	300267.SDY_3691	550.403589073
3059844	300267.SDY_3694	365.111045667
3059845	300267.SDY_3695	917.386418552
3059862	300267.SDY_3720	333.530189819
3059863	300267.SDY_3721	174.218434922
3059868	300267.SDY_3726	17673.9918938
3059869	300267.SDY_3727	430.854513697
3059871	300267.SDY_3729	368.481742808
3059873	300267.SDY_3731	321.911720744
3059881	300267.SDY_3740	1067.79534708
3059882	300267.SDY_3741	837.814961662
3059883	300267.SDY_3742	6411.2800842
3059884	300267.SDY_3743	1674.946922
3059885	300267.SDY_3744	5365.87620809
3059886	300267.SDY_3745	2854.76972058
3059887	300267.SDY_3746	1663.3280861
3059922	300267.SDY_3791	232.631516944
3059923	300267.SDY_3792	610.285243426
3059925	300267.SDY_3794	237.581123687
3059926	300267.SDY_3795	188.302071051
3059927	300267.SDY_3796	314.322668918
3059928	300267.SDY_3797	295.516785229
3059932	300267.SDY_3801	697.894550832
3059936	300267.SDY_3805	1181.22978521
3059937	300267.SDY_3806	594.371249554
3059947	300267.SDY_3816	729.824366883
3059949	300267.SDY_3818	425.721219253
3059952	300267.SDY_3821	882.712475361
3059953	300267.SDY_3822	999.96831164
3059957	300267.SDY_3826	1523.59025819
3059961	300267.SDY_3831	727.629406381
3059964	300267.SDY_3834	472.148533332
3059966	300267.SDY_3836	731.55097594
3059968	300267.SDY_3838	2366.37092732
3059976	300267.SDY_3848	192.108607541
3059977	300267.SDY_3849	342.722050668
3059978	300267.SDY_3850	520.119374128
3059986	300267.SDY_3858	425.890357599
3059999	300267.SDY_3872	475.583864276
3060000	300267.SDY_3873	1013.2770248
3060004	300267.SDY_3877	440.920545442
3060006	300267.SDY_3879	313.147356298
3060011	300267.SDY_3885	521.384255874
3060012	300267.SDY_3886	106.599644996
3060013	300267.SDY_3887	2101.89417662
3060019	300267.SDY_3898	1807.12334212
3060020	300267.SDY_3899	612.008010067
3060021	300267.SDY_3900	1188.43240585
3060023	300267.SDY_3902	112.743587513
3060031	300267.SDY_3911	162.962303143
3060032	300267.SDY_3912	550.856130564
3060033	300267.SDY_3913	452.994434617
3060034	300267.SDY_3914	91.6523623528
3060037	300267.SDY_3917	72.7447088815
3060049	300267.SDY_3929	143.043238601
3060057	300267.SDY_3937	938.345614564
3060061	300267.SDY_3941	154.818895159
3060062	300267.SDY_3942	131.465051518
3060063	300267.SDY_3943	584.132197614
3060064	300267.SDY_3944	192.938450338
3060068	300267.SDY_3953	123.640833919
3060072	300267.SDY_3957	274.019946339
3060075	300267.SDY_3961	104.663740488
3060076	300267.SDY_3962	562.889114723
3060080	300267.SDY_3966	429.129715804
3060082	300267.SDY_3968	2870.94322023
3060084	300267.SDY_3970	169.026494809
3060088	300267.SDY_3974	518.98621645
3060091	300267.SDY_3977	181.504576715
3060092	300267.SDY_3978	531.729181586
3060097	300267.SDY_3984	1037.2191873
3060099	300267.SDY_3992	255.961325233
3060108	300267.SDY_4004	238.85161098
3060116	300267.SDY_4012	1960.23046252
3060117	300267.SDY_4013	420.873981185
3060118	300267.SDY_4014	3539.04996269
3060119	300267.SDY_4015	596.530901546
3060120	300267.SDY_4016	3485.24309022
3060122	300267.SDY_4018	301.452764364
3060123	300267.SDY_4019	1297.05495076
3060130	300267.SDY_4026	409.504595642
3060140	300267.SDY_4036	530.676252514
3060142	300267.SDY_4038	4500.99218258
3060144	300267.SDY_4040	249.99207791
3060145	300267.SDY_4041	329.147024711
3060146	300267.SDY_4042	1107.40292363
3060147	300267.SDY_4043	2791.57820333
3060148	300267.SDY_4044	346.690177904
3060149	300267.SDY_4045	517.74254685
3060153	300267.SDY_4049	367.918049862
3060154	300267.SDY_4050	1667.89515937
3060155	300267.SDY_4051	567.478046627
3060168	300267.SDY_4064	481.566051248
3060171	300267.SDY_4067	947.803740122
3060173	300267.SDY_4069	253.491777828
3060177	300267.SDY_4073	451.164154073
3060178	300267.SDY_4074	391.371314377
3060179	300267.SDY_4075	497.536975986
3060183	300267.SDY_4080	1326.2216703
3060184	300267.SDY_4081	1464.43446732
3060194	300267.SDY_4094	174.416861386
3060201	300267.SDY_4102	794.441227825
3060207	300267.SDY_4109	2522.27301195
3060250	300267.SDY_4155	269.609162494
3060270	300267.SDY_4179	71.2932980898
3060271	300267.SDY_4180	213.70933614
3060274	300267.SDY_4183	184.313278899
3060279	300267.SDY_4188	347.364235281
3060280	300267.SDY_4189	192.938450338
3060301	300267.SDY_4211	614.659420916
3060314	300267.SDY_4226	745.550476154
3060337	300267.SDY_4250	1028.65427129
3060338	300267.SDY_4251	264.604569036
3060339	300267.SDY_4252	242.306968824
3060340	300267.SDY_4253	287.467425604
3060341	300267.SDY_4254	1618.83941939
3060344	300267.SDY_4257	54.6363929703
3060345	300267.SDY_4258	650.56351393
3060349	300267.SDY_4262	2616.87224387
3060350	300267.SDY_4263	392.230526922
3060351	300267.SDY_4264	288.783952068
3060357	300267.SDY_4270	477.70322196
3060363	300267.SDY_4276	425.383345269
3060368	300267.SDY_4282	834.355962497
3060370	300267.SDY_4284	93.0041671072
3060372	300267.SDY_4286	109.540775606
3060374	300267.SDY_4288	403.11598604
3060407	300267.SDY_4328	250.928377827
3060422	300267.SDY_4345	753.208284203
3060426	300267.SDY_4349	174.644188673
3060445	300267.SDY_4372	4470.37890024
3060449	300267.SDY_4376	341.825902448
3060450	300267.SDY_4377	1211.53484412
3060458	300267.SDY_4385	651.368247443
3060463	300267.SDY_4390	8208.74887897
3060470	300267.SDY_4397	1127.91038518
3060471	300267.SDY_4398	618.713902585
3060483	300267.SDY_4410	204.044089782
3060485	300267.SDY_4412	961.969763345
3060487	300267.SDY_4414	320.838131116
3060488	300267.SDY_4415	593.689648913
3060489	300267.SDY_4416	70.9535365421
3060499	300267.SDY_4430	369.516039324
3060500	300267.SDY_4431	285.629104737
3060501	300267.SDY_4432	912.968972158
3060512	300267.SDY_4444	3384.84605873
3060516	300267.SDY_4448	7541.97488329
3060517	300267.SDY_4449	9736.63037805
3060518	300267.SDY_4450	1585.7485652
3060520	300267.SDY_4453	495.363230165
3060525	300267.SDY_4458	54.4781231935
3060529	300267.SDY_4462	2382.14673351
3060563	300267.SDY_4502	125.464188914
3060569	300267.SDY_4508	2567.74515525
3060570	300267.SDY_4509	271.875442411
3060571	300267.SDY_4510	1145.26285265
3060572	300267.SDY_4511	679.836396549
3060580	300267.SDY_4520	490.092532455
3060583	300267.SDY_4523	743.535692682
3060585	300267.SDY_4525	221.8840102
3060589	300267.SDY_4529	9270.14648652
3060593	300267.SDY_4533	269.880672225
3060602	300267.SDY_4544	80.477930186
3060604	300267.SDY_4547	444.430360729
3060619	300267.SDY_4567	241.651494607
3060651	300267.SDY_4607	94.1311933683
3060669	300267.SDY_4634	272.349093008
3060671	300267.SDY_4636	10285.2349907
3060676	300267.SDY_4641	923.047672283
3060677	300267.SDY_4642	1297.61433305
3060678	300267.SDY_4643	2835.17463874
3060679	300267.SDY_4644	1323.84120983
3060682	300267.SDY_4647	146.283573974
3060684	300267.SDY_4649	111.593382269
3060687	300267.SDY_4652	671.097264239
3060688	300267.SDY_4653	292.960780168
3060689	300267.SDY_4654	741.771669686
3060692	300267.SDY_4657	610.657731978
3060693	300267.SDY_4658	396.144135284
3060695	300267.SDY_4662	2145.30505539
3060841	300267.SDY_P145	254.495532321
3056662	300267.SDY_0252	114.259945066
3056785	300267.SDY_0385	37.0340022954
3056786	300267.SDY_0386	72.3708653694
3056917	300267.SDY_0523	86.1121689206
3056922	300267.SDY_0528	186.9708192
3056954	300267.SDY_0563	76.2389633461
3057076	300267.SDY_0707	118.760784442
3057235	300267.SDY_0872	20.0220053161
3057468	300267.SDY_1125	467.921679796
3057739	300267.SDY_1409	97.7566663391
3057740	300267.SDY_1410	98.4824025406
3058050	300267.SDY_1747	79.1030388922
3058156	300267.SDY_1861	63.0793134675
3058196	300267.SDY_1904	492.686336944
3058299	300267.SDY_2018	106.937360921
3058340	300267.SDY_2059	68.1859656757
3058342	300267.SDY_2061	1275.53650214
3058343	300267.SDY_2062	148.384559533
3058346	300267.SDY_2065	52.8930606946
3058485	300267.SDY_2214	226.616777659
3058488	300267.SDY_2217	192.8136573
3058506	300267.SDY_2237	225.031036848
3058509	300267.SDY_2240	194.367466992
3058541	300267.SDY_2278	135.639873438
3058603	300267.SDY_2340	69.5260986489
3058638	300267.SDY_2377	218.363450571
3058675	300267.SDY_2416	271.696459236
3058693	300267.SDY_2434	89.3305025065
3058696	300267.SDY_2437	61.1598876082
3058731	300267.SDY_2475	786.108422057
3058733	300267.SDY_2477	298.0191996
3058769	300267.SDY_2513	239.450895708
3058954	300267.SDY_2723	177.051446409
3059062	300267.SDY_2837	66.9471593349
3059129	300267.SDY_2914	129.863726111
3059152	300267.SDY_2940	48.458738346
3059253	300267.SDY_3050	1516.06624254
3059313	300267.SDY_3113	105.533648546
3059370	300267.SDY_3172	527.983268546
3059377	300267.SDY_3181	286.668387298
3059466	300267.SDY_3282	175.819478094
3059508	300267.SDY_3328	269.215213033
3059528	300267.SDY_3349	265.577169614
3059612	300267.SDY_3436	174.432342172
3059681	300267.SDY_3518	251.957827582
3059729	300267.SDY_3569	179.567913668
3059770	300267.SDY_3613	118.867200916
3059906	300267.SDY_3774	63.2597979123
3059951	300267.SDY_3820	174.777070121
3059984	300267.SDY_3856	118.231547435
3060003	300267.SDY_3876	34.8040918856
3060005	300267.SDY_3878	141.048161852
3060026	300267.SDY_3906	199.407435133
3060029	300267.SDY_3909	136.477156607
3060051	300267.SDY_3931	157.501687411
3060090	300267.SDY_3976	30.4745683947
3060166	300267.SDY_4062	191.699127489
3060170	300267.SDY_4066	470.410624901
3060174	300267.SDY_4070	176.874394963
3060327	300267.SDY_4240	180.116491816
3060427	300267.SDY_4350	209.566818676
3060451	300267.SDY_4378	268.806071372
3060510	300267.SDY_4442	209.071388845
3060526	300267.SDY_4459	494.062555762
3060539	300267.SDY_4477	69.0376248879
3060588	300267.SDY_4528	93.1898814346
3060600	300267.SDY_4542	73.0282390433
3060673	300267.SDY_4638	81.2841888616
3056938	300267.SDY_0546	165.177155578
3057288	300267.SDY_0926	386.507251463
3057303	300267.SDY_0943	137.216132377
3057480	300267.SDY_1137	77.3355940427
3057569	300267.SDY_1232	185.082225066
3057948	300267.SDY_1638	34.3444066129
3058602	300267.SDY_2339	55.689499018
3058840	300267.SDY_2593	151.460021551
3058865	300267.SDY_2624	115.265164525
3059061	300267.SDY_2836	128.741018318
3059668	300267.SDY_3504	146.150070879
3059786	300267.SDY_3631	36.0708250747
3060434	300267.SDY_4359	144.940219299
3060469	300267.SDY_4396	321.261990666
3060513	300267.SDY_4445	392.573508773
3060591	300267.SDY_4531	79.6577729357
3060890	300267.SDY_P194	462.54761974
3057668	300267.SDY_1335	341.592328901
3058147	300267.SDY_1852	41.350793334
3058152	300267.SDY_1857	71.1416973984
3058266	300267.SDY_1980	76.0092872204
3058622	300267.SDY_2359	60.9785977701
3059237	300267.SDY_3034	32.3564553515
3059533	300267.SDY_3356	260.211974268
3059911	300267.SDY_3780	66.2973124953
3060024	300267.SDY_3903	126.86762435
3056506	300267.SDY_0080	130.231256501
3056734	300267.SDY_0328	41.7513546282
3058311	300267.SDY_2030	76.8434430163
3058642	300267.SDY_2382	81.9076240747
3059559	300267.SDY_3382	174.539923486
3059568	300267.SDY_3391	73.1925596639
3059631	300267.SDY_3466	46.8363093426
3059828	300267.SDY_3677	259.870552746
3060421	300267.SDY_4344	341.32251704
3056696	300267.SDY_0290	203.023869333
3056729	300267.SDY_0323	88.6770923523
3056980	300267.SDY_0594	92.5452316043
3058272	300267.SDY_1986	40.9575180411
3058969	300267.SDY_2740	50.3942858558
3059233	300267.SDY_3028	191.674708935
3059637	300267.SDY_3473	132.393100439
3058492	300267.SDY_2221	60.5849006898
3059082	300267.SDY_2859	96.6290821129
3059685	300267.SDY_3522	150.215871836
3059815	300267.SDY_3663	66.7493420955
3057833	300267.SDY_1509	58.177428103
3058632	300267.SDY_2371	38.4884722405
3060028	300267.SDY_3908	31.456784298
3056965	300267.SDY_0578	136.405082666
3056983	300267.SDY_0597	32.7426543052
3057343	300267.SDY_0990	80.9695195133
3057856	300267.SDY_1534	103.376179001
3059215	300267.SDY_3009	371.034141336
3059574	300267.SDY_3397	73.7076791982
3059905	300267.SDY_3773	259.665283747
3056445	300267.SDY_0018	122.981478489
3057228	300267.SDY_0864	83.8049044133
3059433	300267.SDY_3239	32.6731339553
3059671	300267.SDY_3507	76.40108767
3056735	300267.SDY_0329	63.6055793163
3056909	300267.SDY_0515	16.444559676
3059268	300267.SDY_3065	53.669861319
3059326	300267.SDY_3126	58.6842717196
3060840	300267.SDY_P144	76.8156011892
3056551	300267.SDY_0129	95.2145475818
3056884	300267.SDY_0490	46.169655767
3057445	300267.SDY_1098	56.8292689284
3057942	300267.SDY_1632	85.2591391215
3057947	300267.SDY_1637	230.446803567
3058332	300267.SDY_2051	98.4571482734
3058757	300267.SDY_2501	62.307325416
3059640	300267.SDY_3476	83.076433888
3059750	300267.SDY_3590	69.2544836505
3057491	300267.SDY_1148	264.238125061
3058745	300267.SDY_2489	85.9134887494
3058958	300267.SDY_2727	186.281616601
3059658	300267.SDY_3494	387.882445094
3056656	300267.SDY_0245	58.3027285676
3056990	300267.SDY_0613	49.4386368834
3059636	300267.SDY_3472	357.157799543
3057560	300267.SDY_1222	270.507859703
3058184	300267.SDY_1890	102.706192721
3058301	300267.SDY_2020	216.813449169
3059362	300267.SDY_3163	174.501379115
3059547	300267.SDY_3370	35.2728338639
3060115	300267.SDY_4011	396.001196678
3060524	300267.SDY_4457	44.3557922376
3060087	300267.SDY_3973	142.996096291
3060511	300267.SDY_4443	136.812481316
3057612	300267.SDY_1278	81.1217536275
3057685	300267.SDY_1353	240.762423868
3058874	300267.SDY_2634	120.349033048
3056855	300267.SDY_0460	126.74242236
3059383	300267.SDY_3187	194.604506773
3059549	300267.SDY_3372	228.136360247
3057162	300267.SDY_0796	946.395504591
3057207	300267.SDY_0841	62.6612592432
3058472	300267.SDY_2201	40.9223531035
3056636	300267.SDY_0218	103.073656738
3056873	300267.SDY_0479	359.98859219
3058249	300267.SDY_1962	59.7503773991
3059843	300267.SDY_3693	168.665983754
3060521	300267.SDY_4454	106.252139545
3057114	300267.SDY_0746	195.257928976
3058076	300267.SDY_1775	195.435921619
3059439	300267.SDY_3249	450.879507919
3060348	300267.SDY_4261	42.274121269
3056727	300267.SDY_0321	67.6616461938
3058320	300267.SDY_2039	200.866499943
3059921	300267.SDY_3790	59.3533195796
3056716	300267.SDY_0310	102.05462022
3057675	300267.SDY_1342	79.3819814541
3059320	300267.SDY_3120	376.476054926
3059518	300267.SDY_3339	59.241869027
3056500	300267.SDY_0074	44.2522304358
3057411	300267.SDY_1060	134.632529236
3059675	300267.SDY_3511	142.16036958
3058755	300267.SDY_2499	248.897964999
3059176	300267.SDY_2964	85.4669290036
3058894	300267.SDY_2657	307.006977588
3056700	300267.SDY_0294	75.7460073005
3058525	300267.SDY_2259	62.8589264416
3058595	300267.SDY_2332	82.0500087705
3060369	300267.SDY_4283	201.029023073
3056715	300267.SDY_0309	51.8932379706
3058317	300267.SDY_2036	20.0613897191
3060540	300267.SDY_4478	14.0393695003
3060870	300267.SDY_P175	880.358575426
3058717	300267.SDY_2460	34.3773297705
3059963	300267.SDY_3833	78.9918617743
3057721	300267.SDY_1390	284.32986546
3057513	300267.SDY_1170	68.3517676624
3059114	300267.SDY_2897	49.7130364976
3060690	300267.SDY_4655	91.8747256791
3058654	300267.SDY_2394	45.1948787385
3059038	300267.SDY_2809	36.7426231389
3059805	300267.SDY_3651	80.4100163209
3057829	300267.SDY_1505	75.8466530715
3059832	300267.SDY_3681	54.1136697876
3060030	300267.SDY_3910	50.5336784252
3060466	300267.SDY_4393	78.2825605004
3058925	300267.SDY_2691	38.4691892192
3059548	300267.SDY_3371	541.307349625
3059810	300267.SDY_3658	38.0527978554
3056947	300267.SDY_0555	127.817889119
3057464	300267.SDY_1121	21.8590136639
3058943	300267.SDY_2710	47.3901870061
3056522	300267.SDY_0098	56.0691451902
3058208	300267.SDY_1916	44.3644751505
3058448	300267.SDY_2176	132.892073825
3059634	300267.SDY_3470	69.1666620457
3060302	300267.SDY_4212	18.5385144139
3059211	300267.SDY_3002	75.2347891391
3057763	300267.SDY_1434	63.8875613911
3058893	300267.SDY_2656	58.8651866228
3059369	300267.SDY_3171	200.203354241
3059420	300267.SDY_3226	122.694907057
3059647	300267.SDY_3483	121.71552653
3057485	300267.SDY_1142	42.1370294842
3060102	300267.SDY_3995	38.7169238602
3058916	300267.SDY_2682	89.083049591
3056609	300267.SDY_0190	61.2013982917
3059316	300267.SDY_3116	200.223540101
3057641	300267.SDY_1308	36.4468450226
3058540	300267.SDY_2277	75.4280733085
3059777	300267.SDY_3621	89.1556874331
3058158	300267.SDY_1863	39.80860183
3059924	300267.SDY_3793	50.6408744368
3058935	300267.SDY_2702	48.7981563302
3057020	300267.SDY_0647	63.0104940531
3059541	300267.SDY_3364	48.560182563
3060787	300267.SDY_P091	31.7349479804
3056629	300267.SDY_0211	71.7698054326
3058263	300267.SDY_1977	96.5180142024
3059854	300267.SDY_3707	128.39552348
3059190	300267.SDY_2981	64.7118600834
3059570	300267.SDY_3393	10.9877616859
3059572	300267.SDY_3395	39.2661549479
3056795	300267.SDY_0396	28.3693619481
3059321	300267.SDY_3121	24.814028474
3059401	300267.SDY_3206	35.468251226
3060070	300267.SDY_3955	16.2625385596
3057058	300267.SDY_0686	64.9114378075
3056671	300267.SDY_0263	82.6760858412
3059488	300267.SDY_3306	9.10402834394
3056872	300267.SDY_0478	13.0219391409
3058905	300267.SDY_2668	66.6645541093
3057902	300267.SDY_1587	13.2820800524
3058643	300267.SDY_2383	18.3073546913
3060855	300267.SDY_P160	25.5038249079
3058017	300267.SDY_1711	81.8952737092
3058526	300267.SDY_2260	49.5556072299
3057678	300267.SDY_1345	18.8064215803
3059013	300267.SDY_2784	13.8199316297
3059400	300267.SDY_3205	16.0634270241
3058974	300267.SDY_2745	28.7104461683
3059220	300267.SDY_3014	19.0993743905
3059236	300267.SDY_3031	19.8891067922
3060277	300267.SDY_4186	50.4285094795
3056624	300267.SDY_0206	35.1939407326
3058734	300267.SDY_2478	35.1532070049
3058888	300267.SDY_2651	10.513108637
3059303	300267.SDY_3101	20.8601448161
3060131	300267.SDY_4027	18.5140937837
3060278	300267.SDY_4187	47.0889470577
3057551	300267.SDY_1212	40.7732584055
3057934	300267.SDY_1623	22.2483515677
3058720	300267.SDY_2463	49.4615198442
3058780	300267.SDY_2524	77.1703293904
