"cid","nH","z","dG0","estimated"
"7840","14","-1","-609.570158372369","1"
"7841","14","0","-145.012585807367","1"
"7846","19","0","-52.1177478480632","1"
"7846","18","-1","-4.29774784804959","1"
"7851","28","0","-612.380706524848","1"
"7852","29","0","-190.81772747572","1"
"7875","16","1","-206.666785106869","1"
"7875","15","0","-188.123183335555","1"
"7881","27","0","-205.595082928521","1"
"7884","14","1","144.707426685923","1"
"7884","13","0","163.251028457237","1"
"7889","17","0","111.268718323396","1"
"7892","27","0","75.8107614453181","1"
"7895","26","0","-190.571670106247","1"
"7895","27","1","-209.115271877561","1"
"7899","8","0","149.285656698693","1"
"7904","17","0","315.64604853078","1"
"7908","31","0","-417.664670509681","1"
"7910","10","0","301.258672021413","1"
"7911","14","1","-12.8181410242734","1"
"7911","13","0","5.72546074704053","1"
"7912","16","0","-105.230259644627","1"
"7913","24","0","9.52722598435025","1"
"7914","25","0","-281.804871361883","1"
"7915","27","0","-612.032982306747","1"
"7921","14","1","-423.287127736191","1"
"7921","12","-1","-377.825348950872","1"
"7921","13","0","-396.368950722186","1"
"7934","15","0","-75.939162282309","1"
"7935","23","0","321.205806019815","1"
"7968","21","0","159.622342241479","1"
"7973","10","0","-173.520560781698","1"
"8005","32","0","1.80258549340253","1"
"8012","31","0","176.762439438486","1"
"8021","28","0","-571.905708921511","1"
"8052","10","0","-610.83026453312","1"
"8052","9","-1","-583.912087519115","1"
"8057","6","0","-67.6938620928834","1"
"8057","7","1","-86.2374638641974","1"
"8060","9","0","381.17494738725","1"
"8061","11","0","-131.450655247868","1"
"8061","12","1","-149.994257019182","1"
"8062","11","0","-319.308006258648","1"
"8062","10","-1","-300.764404487334","1"
"8062","12","1","-346.226183272653","1"
"8063","8","0","-173.520560781676","1"
"8067","27","0","562.611195160282","1"
"8071","21","0","696.814986383861","1"
"8090","18","0","107.316125811804","1"
"8234","14","0","-552.904501772683","1"
"8235","14","0","-701.219139614097","1"
"8236","14","0","-1086.11154529773","1"
"8237","14","0","-552.904501772683","1"
"8238","62","0","-4220.26416906484","1"
"8239","32","0","-2238.05305351623","1"
"8240","22","0","-1574.96849624992","1"
"8242","42","0","-2898.79009203243","1"
"8243","32","0","-2238.05305351623","1"
"8244","22","0","-1419.24331542732","1"
"8245","20","0","-1433.62100483516","1"
"8246","22","0","-1419.24331542732","1"
"8247","22","0","-1419.24331542732","1"
"8248","42","0","-2898.79009203243","1"
"8249","13","-1","-1070.77193774206","1"
"8249","12","-2","-1034.39647799041","1"
"8250","22","0","-1574.96849624992","1"
"8251","32","0","-2238.05305351623","1"
"8252","52","0","-3559.52713054864","1"
"8254","24","0","-1618.1893831409","1"
"8255","16","0","-1097.7574227342","1"
"8257","14","0","-1284.78766874137","1"
"8258","12","0","-1193.76016819697","1"
"8259","12","0","-1193.76016819697","1"
"8260","16","0","-1097.7574227342","1"
"8261","15","-1","-674.11322589607","1"
"8261","16","0","-701.031402910076","1"
"8261","14","-2","-647.195048882065","1"
"8262","10","0","-372.557138891576","1"
"8262","9","-1","-345.638961877571","1"
"8264","8","-1","-552.199954820334","1"
"8264","9","0","-570.743556591648","1"
"8264","10","1","-597.661733605654","1"
"8266","10","0","-866.209330647024","1"
"8266","11","1","-893.127507661029","1"
"8266","9","-1","-839.291153633019","1"
"8266","8","-2","-820.747551861705","1"
"8267","7","0","-614.183455145647","1"
"8267","6","-1","-587.265278131642","1"
"8268","8","-1","-487.356980698519","1"
"8268","9","0","-514.275157712525","1"
"8273","14","1","-502.060887650268","1"
"8273","12","-1","-456.599108864949","1"
"8273","13","0","-475.142710636263","1"
"8275","13","-1","-960.74858998388","1"
"8275","16","2","-1033.1285457832","1"
"8275","15","1","-1006.2103687692","1"
"8275","14","0","-979.292191755194","1"
"8275","12","-2","-942.204988212566","1"
"8276","7","-1","-498.173990969068","1"
"8276","8","0","-525.092167983073","1"
"8277","18","0","-694.064256483429","1"
"8277","17","-1","-667.146079469424","1"
"8277","16","-2","-640.227902455418","1"
"8278","13","-1","-681.080372322717","1"
"8278","14","0","-707.998549336722","1"
"8278","12","-2","-654.162195308712","1"
"8279","7","-1","-265.560983815291","1"
"8279","8","0","-292.479160829296","1"
"8281","43","-1","-225.397085736983","1"
"8281","44","0","-252.315262750989","1"
"8282","31","-1","-521.866501710363","1"
"8282","32","0","-548.784678724368","1"
"8284","13","-1","-531.435215653202","1"
"8284","16","2","-595.440596209835","1"
"8284","14","0","-549.978817424516","1"
"8284","15","1","-568.52241919583","1"
"8285","31","-1","-580.450712829665","1"
"8285","32","0","-607.36888984367","1"
"8286","15","-1","-524.468069226555","1"
"8286","16","0","-543.011670997869","1"
"8286","17","1","-561.555272769183","1"
"8286","18","2","-588.473449783188","1"
"8287","11","0","-556.98103723689","1"
"8287","10","-1","-538.437435465576","1"
"8287","12","1","-583.899214250895","1"
"8288","16","1","-358.797665334913","1"
"8288","17","2","-385.715842348919","1"
"8288","15","0","-340.254063563599","1"
"8288","14","-1","-321.710461792285","1"
"8289","8","-1","-443.326683883866","1"
"8289","9","0","-461.87028565518","1"
"8289","10","1","-488.788462669185","1"
"8290","10","0","-267.217228040068","1"
"8290","11","1","-294.135405054073","1"
"8290","9","-1","-248.673626268754","1"
"8291","10","0","-407.750916598172","1"
"8291","11","1","-434.669093612177","1"
"8291","9","-1","-389.207314826858","1"
"8292","8","-1","-545.404581892222","1"
"8292","9","0","-563.948183663536","1"
"8292","10","1","-590.866360677542","1"
"8294","8","-1","-997.87898180131","1"
"8294","9","0","-1024.79715881532","1"
"8294","7","-2","-979.335380029996","1"
"8294","10","1","-1051.71533582932","1"
"8298","7","-1","-386.785015725856","1"
"8298","8","0","-405.32861749717","1"
"8298","9","1","-432.246794511175","1"
"8299","16","0","131.312987144476","1"
"8300","14","1","-12.8181410242734","1"
"8300","13","0","5.72546074704053","1"
"8301","11","0","49.001558167771","1"
"8301","12","1","30.457956396457","1"
"8302","16","0","336.077721318928","1"
"8303","14","1","10.2189547452031","1"
"8303","13","0","28.7625565165171","1"
"8304","14","0","329.110574892281","1"
"8306","16","1","-15.5591375345398","1"
"8306","15","0","2.98446423677416","1"
"8309","18","0","188.600124441493","1"
"8310","19","0","-331.244248212979","1"
"8312","16","0","131.312987144476","1"
"8313","9","0","198.015757638832","1"
"8314","35","-1","-568.316806863964","1"
"8314","36","0","-595.234983877969","1"
"8315","29","-1","2.46756988383428","1"
"8315","30","0","-24.4506071301709","1"
"8316","42","0","-167.070848975187","1"
"8316","41","-1","-140.152671961182","1"
"8317","23","-1","-450.793730826055","1"
"8317","24","0","-477.71190784006","1"
"8318","31","-1","-240.302411602164","1"
"8318","32","0","-267.220588616169","1"
"8319","27","-1","-111.781900405632","1"
"8319","28","0","-138.700077419637","1"
"8320","47","-1","-211.46279288369","1"
"8320","48","0","-238.380969897695","1"
"8321","31","-1","-444.12143914604","1"
"8321","32","0","-471.039616160045","1"
"8322","26","0","-222.808020388361","1"
"8322","25","-1","-195.889843374356","1"
"8323","45","-1","-126.218379107888","1"
"8323","46","0","-153.136556121893","1"
"8346","10","0","-775.231485069048","1"
"8347","10","0","-624.569328477538","1"
"8348","10","0","-1116.64951352379","1"
"8348","9","-1","-1089.73133650979","1"
"8349","14","1","-768.419045480997","1"
"8349","13","0","-749.875443709683","1"
"8350","10","0","-1116.64951352379","1"
"8350","9","-1","-1089.73133650979","1"
"8351","12","0","-944.764053882959","1"
"8352","12","0","-758.506276911115","1"
"8353","10","0","-772.883966318952","1"
"8354","10","0","-775.231485069048","1"
"8355","14","0","-1086.11154529773","1"
"8356","12","0","-944.764053882959","1"
"8362","29","-1","-181.955550521062","1"
"8362","30","0","-208.873727535068","1"
"8363","34","0","-194.939434681774","1"
"8363","33","-1","-168.021257667769","1"
"8364","29","-1","2.46756988383428","1"
"8364","30","0","-24.4506071301709","1"
"8365","34","0","-352.465002391971","1"
"8365","33","-1","-325.546825377966","1"
"8366","34","0","-464.072469733398","1"
"8366","33","-1","-437.154292719393","1"
"8367","34","0","-194.939434681774","1"
"8367","33","-1","-168.021257667769","1"
"8368","31","-1","-235.656839069946","1"
"8368","32","0","-262.575016083952","1"
"8369","10","0","228.652854655999","1"
"8370","10","0","39.5226355411408","1"
"8371","6","0","8.24699489117004","1"
"8372","6","0","-139.121274661273","1"
"8373","14","0","36.1155805977571","1"
"8374","26","0","36.1565095952228","1"
"8375","20","0","136.164570100023","1"
"8376","64","0","168.532291701511","1"
"8377","60","0","-59.9666488774213","1"
"8378","64","0","12.8071108789071","1"
"8379","62","0","54.282821412045","1"
"8380","14","0","-112.928692827477","1"
"8381","54","0","-22.0286212543267","1"
"8383","8","0","118.449924773584","1"
"8384","60","0","154.597998848218","1"
"8385","60","0","-2.92756886197895","1"
"8386","58","0","40.3485285587515","1"
"8387","58","0","-8.09432840103315","1"
"8388","32","0","57.0579488751631","1"
"8390","7","-1","51.9382150561554","1"
"8390","8","0","4.11821505614179","1"
"8391","7","-1","50.1378281685628","1"
"8391","8","0","2.31782816854923","1"
"8392","62","0","5.83996445226038","1"
"8393","68","0","182.466584554805","1"
"8394","64","0","-46.0323560241278","1"
"8429","13","-2","-1686.80292410751","1"
"8429","12","-3","-1659.88474709351","1"
"8429","14","-1","-1723.17838385917","1"
"8430","16","1","-1125.59733088937","1"
"8430","15","0","-1107.05372911806","1"
"8431","14","1","-75.5441927130159","1"
"8431","13","0","-50.8963655428252","1"
"8432","14","0","-216.221111391654","1"
"8432","15","1","-240.868938561845","1"
"8434","7","0","188.52502169968","1"
"8435","14","1","430.778953326156","1"
"8435","13","0","455.426780496347","1"
"8437","16","0","-1006.81612592754","1"
"8437","17","1","-1025.35972769885","1"
"8441","30","0","795.525006181267","1"
"8467","66","0","-628.454733809283","1"
"8468","21","0","-701.385826397257","1"
"8470","66","0","-734.504978159092","1"
"8475","10","-3","-1000.30238907549","1"
"8475","12","-1","-1054.1387431035","1"
"8475","13","0","-1081.0569201175","1"
"8475","11","-2","-1027.22056608949","1"
"8478","11","0","-936.705261897285","1"
"8478","10","-1","-909.78708488328","1"
"8478","9","-2","-882.868907869275","1"
"8480","7","0","-415.114021251591","1"
"8480","6","-1","-388.195844237586","1"
"8481","17","0","-625.413608126624","1"
"8482","19","-1","-761.673220732783","1"
"8482","20","0","-788.591397746788","1"
"8484","62","0","95.8079812425717","1"
"8486","20","0","-111.424001035004","1"
"8487","12","0","-238.470969545154","1"
"8488","64","0","-466.658708196038","1"
"8489","16","0","-114.334070634978","1"
"8490","16","0","6.54106354773259","1"
"8491","18","0","-500.943550801261","1"
"8491","17","-1","-474.025373787256","1"
"8492","12","0","-76.1271360114604","1"
"8493","7","0","91.5604486164191","1"
"8494","15","0","-840.425275106317","1"
"8496","13","-2","-1262.39577871155","1"
"8496","12","-3","-1235.47760169755","1"
"8496","15","0","-1316.23213273956","1"
"8496","14","-1","-1289.31395572556","1"
"8497","10","0","-26.8572642112696","1"
"8498","16","0","-136.892631507473","1"
"8499","14","0","79.2885888444723","1"
"8501","16","0","-259.683542975598","1"
"8502","8","0","-166.425900276565","1"
"8503","26","0","-632.359696085246","1"
"8505","66","0","-785.98030151948","1"
"8509","20","0","-385.677969154677","1"
"8510","26","0","-196.564618953491","1"
"8511","15","0","-276.389485862796","1"
"8512","16","0","-961.670188642877","1"
"8518","25","0","21.0838527258915","1"
"8538","8","-1","-788.474349729488","1"
"8538","9","0","-815.392526743493","1"
"8538","7","-2","-761.556172715483","1"
"8545","66","0","-628.454733809283","1"
"8546","16","0","-139.291939090526","1"
"8553","60","0","-904.633567443848","1"
"8558","27","-1","-1290.48759312607","1"
"8558","28","0","-1317.40577014007","1"
"8561","18","0","-1108.16324935431","1"
"8562","16","-1","-854.936204837219","1"
"8562","17","0","-881.854381851224","1"
"8562","18","1","-908.77255886523","1"
"8562","15","-2","-828.018027823214","1"
"8562","14","-3","-809.4744260519","1"
"8570","18","0","-1265.68881706451","1"
"8571","20","0","-245.749250122305","1"
"8572","68","0","-619.339030605018","1"
"8573","28","0","-175.762746593483","1"
"8576","10","0","-523.42414460067","1"
"8577","10","0","-728.188878775123","1"
"8578","12","0","-508.675020680081","1"
"8580","52","0","370.361165470963","1"
"8581","37","-1","-419.876427207514","1"
"8581","38","0","-446.794604221519","1"
"8582","29","-1","216.767448938884","1"
"8582","30","0","189.849271924879","1"
"8583","52","0","666.990441153791","1"
"8584","56","0","-181.210765939787","1"
"8585","56","0","-454.116279142311","1"
"8586","56","0","829.01953298928","1"
"8588","23","-1","-28.6310091768019","1"
"8588","24","0","-55.5491861908071","1"
"8588","22","-2","-1.71283216279679","1"
"8589","64","0","-2718.98952513467","1"
"8590","56","0","233.027202711728","1"
"8591","56","0","240.00938510415","1"
"8592","54","0","527.657232049677","1"
"8593","54","0","234.038906640854","1"
"8597","116","0","-17.0270641954409","1"
"8598","20","0","-847.741427086199","1"
"8599","56","0","77.7303824778928","1"
"8600","22","0","-1017.85196365749","1"
"8601","56","0","84.7125648703143","1"
"8603","56","0","1127.95422699523","1"
"8607","45","-1","391.663332475106","1"
"8607","46","0","364.745155461101","1"
"8608","26","-2","196.644581095393","1"
"8608","27","-1","169.726404081388","1"
"8608","28","0","142.808227067383","1"
"8609","116","0","-10.0448818030194","1"
"8610","50","0","809.334600531909","1"
"8611","56","0","687.687077540287","1"
"8613","54","0","921.246129157503","1"
"8644","10","0","-113.894676251765","1"
"8648","20","0","-239.836516549556","1"
"8649","32","0","-1830.14909771249","1"
"8650","12","0","-303.910286505628","1"
"8651","12","0","-466.137007303653","1"
"8717","22","0","-1265.52614572112","1"
"8719","36","0","-70.6349127520726","1"
"8720","10","0","-523.42414460067","1"
"8722","10","0","-339.696863044542","1"
"8723","40","-1","-2674.22453775207","1"
"8723","41","0","-2701.14271476608","1"
"8723","39","-2","-2647.30636073807","1"
"8723","38","-3","-2620.38818372406","1"
"8724","12","0","-713.439754854533","1"
"8730","10","0","-318.659410426218","1"
"8731","16","0","-132.373678919144","1"
"8733","5","0","-193.518996142089","1"
"8734","4","0","-293.75659933261","1"
"8737","6","0","-93.2813929515674","1"
"8744","14","0","-398.326634045525","1"
"8745","21","-1","-1729.14990577637","1"
"8745","22","0","-1756.06808279038","1"
"8745","20","-2","-1702.23172876237","1"
"8979","14","0","-341.876537712486","1"
"8981","20","0","-391.107371763791","1"
"8992","14","0","-193.561899871072","1"
"8997","30","0","-1194.96008046053","1"
"8998","30","0","-148.32718678528","1"
"9003","19","-1","-351.695651267937","1"
"9003","20","0","-378.613828281942","1"
"9004","34","0","-952.248033581189","1"
"9005","16","0","-339.30428236559","1"
"9006","14","0","-396.591419662608","1"
"9009","30","0","-1196.76046734813","1"
"9013","26","0","-1208.89437331383","1"
"9015","18","0","-484.904745332439","1"
"9017","14","0","-189.949551577569","1"
"9018","16","0","-337.427148455004","1"
"9051","24","0","62.0055249264581","1"
"9052","18","0","46.4801689144351","1"
"9054","20","0","360.749391153295","1"
"9072","34","0","-438.450792085707","1"
"9083","19","0","216.382338233884","1"
"9089","14","0","110.388729095717","1"
"9094","34","0","249.278864884542","1"
"9099","22","0","-1128.35799531095","1"
"9130","16","0","181.742367726464","1"
"9137","36","0","-327.473119316363","1"
"9140","32","0","-13.2045365456182","1"
"9142","12","0","545.380527295068","1"
"9154","14","0","450.03068428837","1"
"9191","28","0","-76.8181033000992","1"
"9205","34","0","-332.639878855417","1"
"9209","10","0","351.016308390355","1"
"9220","25","0","225.18521285453","1"
"9221","23","0","214.175295934389","1"
"9222","19","0","509.130489689258","1"
"9228","11","0","85.1696345622003","1"
"9230","14","0","450.03068428837","1"
"9243","16","0","-37.088867781718","1"
"9318","18","0","-285.122139361279","1"
"9319","28","0","-339.473416882598","1"
"9320","14","0","-755.268803740271","1"
"9321","12","0","105.619181843277","1"
"9324","21","0","-420.183055158148","1"
