cid, nH, z, dG0
4415, 18, 0, -981.980013384138
4415, 17, -1, -955.061836370133
4417, 32, 0, -2235.70553476613
4431, 3, -1, -348.689413506713
4431, 4, 0, -375.607590520718
4433, 18, 0, -128.536033648694
4434, 5, -1, -1082.16263447682
4434, 3, -3, -1028.32628044881
4434, 6, 0, -1109.08081149083
4434, 4, -2, -1055.24445746282
4435, 16, 0, 81.5459264346172
4437, 13, -2, -1660.86596117142
4437, 12, -3, -1633.94778415742
4437, 14, -1, -1697.24142092308
4442, 8, -3, -1763.14325098209
4442, 10, -1, -1826.43688774775
4442, 9, -2, -1790.0614279961
4446, 10, 0, -473.784053583487
4446, 11, 1, -500.702230597492
4446, 9, -1, -455.240451812173
4447, 8, -1, -460.790460607489
4447, 9, 0, -487.708637621494
4451, 5, -1, -1045.36075383527
4451, 3, -3, -991.524399807262
4451, 6, 0, -1072.27893084928
4451, 4, -2, -1018.44257682127
4454, 16, -1, -1789.0793389809
4454, 15, -2, -1770.53573720958
4454, 17, 0, -1825.45479873255
4456, 8, -3, -1763.14325098209
4456, 10, -1, -1826.43688774775
4456, 9, -2, -1790.0614279961
4458, 39, -4, -3837.55568213423
4458, 40, -3, -3856.09928390554
4458, 42, -1, -3911.01834542851
4458, 41, -2, -3874.64288567686
4458, 43, 0, -3947.39380518017
4465, 142, 0, -1601.92252130696
4468, 12, 0, -112.049971246444
4471, 7, -1, -872.627343295605
4471, 8, 0, -899.54552030961
4477, 8, -8, -4707.05894958358
4477, 9, -7, -4743.43440933523
4477, 12, -4, -4852.5607885902
4477, 11, -5, -4816.18532883854
4477, 10, -6, -4779.80986908689
4478, 13, -2, -2091.1782705632
4478, 12, -3, -2064.26009354919
4478, 14, -1, -2127.55373031485
4479, 10, 0, -807.484049071657
4479, 9, -1, -780.565872057652
4479, 8, -2, -753.647695043647
4480, 5, -1, -793.672826245007
4480, 6, 0, -820.591003259012
4480, 4, -2, -766.754649231002
4484, 5, -1, -793.672826245007
4484, 6, 0, -820.591003259012
4484, 4, -2, -766.754649231002
4494, 12, -6, -4887.3866970454
4494, 11, -7, -4851.01123729375
4494, 13, -5, -4923.76215679706
4509, 81, -3, -779.210628110466
4509, 82, -2, -815.586087862119
4514, 10, 0, -253.13675406966
4516, 28, 0, -3261.04275000548
4520, 8, -8, -4707.05894958358
4520, 9, -7, -4743.43440933523
4520, 12, -4, -4852.5607885902
4520, 11, -5, -4816.18532883854
4520, 10, -6, -4779.80986908689
4524, 10, 0, -1211.88923873942
4524, 9, -1, -1184.97106172542
4526, 40, -2, -2817.46241225728
4526, 43, 1, -2890.92507555156
4526, 41, -1, -2836.00601402859
4526, 42, 0, -2854.54961579991
4529, 29, -1, -1147.89897575499
4529, 27, -3, -1094.06262172698
4529, 30, 0, -1174.817152769
4529, 28, -2, -1120.98079874099
4534, 21, -2, -2416.21453213622
4534, 22, -1, -2452.58999188788
4535, 11, -1, -424.223022332566
4535, 12, 0, -451.141199346571
4546, 13, -1, -800.332428489658
4546, 14, 0, -827.250605503663
4547, 16, 0, -286.818422223226
4548, 13, 0, -251.101759465324
4553, 5, -1, -806.249247288515
4553, 6, 0, -833.16742430252
4553, 4, -2, -779.331070274509
4556, 8, -2, -977.256929471318
4556, 9, -1, -1013.63238922297
4558, 7, -1, -448.106010675836
4558, 8, 0, -475.024187689841
4559, 7, -1, -485.620789217498
4559, 8, 0, -512.538966231503
4561, 16, 0, -300.073271356281
4562, 16, 0, -300.073271356281
4563, 12, -5, -5730.18228422815
4563, 8, -9, -5584.68044522153
4563, 10, -7, -5657.43136472484
4563, 11, -6, -5693.80682447649
4563, 9, -8, -5621.05590497319
4563, 7, -10, -5548.30498546988
4574, 89, -3, -666.097304802544
4574, 90, -2, -702.472764554198
4575, 7, -1, -1036.14668538526
4575, 8, 0, -1063.06486239927
4576, 32, 0, -3847.74557307342
4577, 29, -1, -12.6031937765369
4577, 30, 0, -39.5213707905421
4579, 12, -5, -5730.18228422815
4579, 8, -9, -5584.68044522153
4579, 10, -7, -5657.43136472484
4579, 11, -6, -5693.80682447649
4579, 9, -8, -5621.05590497319
4579, 7, -10, -5548.30498546988
4582, 12, -1, -1615.66192068752
4582, 11, -2, -1579.28646093586
4583, 14, 0, -502.758489737175
4584, 4, -1, -295.388677322956
4584, 5, 0, -322.306854336961
4586, 16, 0, -780.209560646167
4587, 16, 0, -780.209560646167
4590, 40, -1, -870.3719491359
4590, 39, -2, -833.996489384247
4592, 10, 0, -442.768064116236
4593, 10, 0, -1244.48861703547
4593, 7, -3, -1163.73408599345
4593, 9, -1, -1217.57044002146
4593, 8, -2, -1190.65226300746
4594, 29, -1, -114.880370100565
4594, 30, 0, -141.79854711457
4597, 24, 0, -565.572550398739
4599, 15, 0, 178.033136856876
4604, 5, -2, -796.959610003792
4604, 7, 0, -850.795964031803
4604, 6, -1, -823.877787017797
4611, 27, 0, -1771.37635890903
4617, 7, -1, -1212.48385638648
4617, 8, 0, -1239.40203340048
4617, 5, -3, -1158.64750235847
4617, 6, -2, -1185.56567937247
4634, 7, -1, -811.507902256572
4634, 8, 0, -838.426079270577
4638, 72, -1, -367.598665033845
4638, 71, -2, -331.223205282191
4639, 13, -2, -1337.40432635905
4639, 14, -1, -1373.77978611071
4641, 18, -1, -2033.88227175416
4641, 17, -2, -1997.50681200251
4642, 7, -1, -786.70567981836
4642, 8, 0, -813.623856832365
4642, 6, -2, -759.787502804355
4646, 10, -3, -1073.25667543146
4646, 12, -1, -1157.45213518312
4646, 11, -2, -1121.07667543147
4654, 31, -1, -680.852310504962
4654, 32, 0, -707.770487518967
4655, 25, -3, -1101.02976815363
4655, 26, -2, -1127.94794516764
4655, 27, -1, -1154.86612218164
4655, 28, 0, -1181.78429919565
4660, 39, -4, -3658.70844814358
4660, 40, -3, -3677.25204991489
4660, 42, -1, -3732.17111143786
4660, 41, -2, -3695.7956516862
4660, 43, 0, -3768.54657118951
4663, 13, -1, -885.309654572256
4663, 14, 0, -903.85325634357
4663, 15, 1, -930.771433357576
4666, 10, -1, -1265.62077628373
4666, 9, -2, -1229.24531653208
4670, 10, 0, -804.933954932045
4670, 9, -1, -778.01577791804
4671, 31, -1, -680.852310504962
4671, 32, 0, -707.770487518967
4672, 27, -1, -29.6359563247635
4672, 28, 0, -56.5541333387686
4673, 14, 1, -954.146899308434
4673, 13, 0, -935.60329753712
4675, 51, -1, -545.669035224179
4675, 52, 0, -572.587212238185
4677, 13, -2, -1513.09123112928
4677, 15, 0, -1568.01029265225
4677, 14, -1, -1531.6348329006
4685, 31, -1, -433.46961070616
4685, 32, 0, -460.387787720165
4686, 31, -1, -426.487428313739
4686, 32, 0, -453.405605327744
4687, 11, -1, -1065.66362486357
4687, 12, 0, -1092.58180187757
4691, 10, -3, -1913.70167226564
4691, 12, -1, -1976.9953090313
4691, 11, -2, -1940.61984927965
4695, 29, 0, -1912.7238503238
4698, 24, 0, -1361.9561781303
4703, 18, -1, -2033.88227175416
4703, 17, -2, -1997.50681200251
4707, 29, -1, -595.60789672916
4707, 30, 0, -622.526073743165
4709, 39, -4, -3658.70844814358
4709, 40, -3, -3677.25204991489
4709, 42, -1, -3732.17111143786
4709, 41, -2, -3695.7956516862
4709, 43, 0, -3768.54657118951
4713, 21, -2, -788.628643147428
4713, 23, 0, -849.651930069272
4713, 22, -1, -813.276470317619
4719, 18, 0, -537.116385196881
4720, 9, 0, -211.675408901619
4732, 16, 0, -929.289701323284
4732, 17, 1, -947.833303094598
4733, 15, -1, -1655.24545120412
4733, 16, 0, -1682.16362821812
4733, 14, -2, -1628.32727419011
4741, 34, 0, -751.046584939697
4741, 33, -1, -724.128407925692
4742, 31, -1, -55.8792911972674
4742, 32, 0, -82.7974682112725
4744, 9, 0, -165.714398357693
4744, 10, 1, -184.258000129007
4751, 13, -1, -1726.7854295198
4751, 14, 0, -1763.16088927146
4751, 12, -2, -1699.8672525058
4751, 11, -3, -1681.32365073448
4752, 8, -3, -1843.18032642755
4752, 9, -2, -1879.55578617921
4758, 29, -1, -595.60789672916
4758, 30, 0, -622.526073743165
4767, 30, 1, -2526.49555855119
4767, 29, 0, -2490.12009879953
4767, 28, -1, -2471.57649702822
4767, 27, -2, -2453.03289525691
4771, 10, 0, -473.784053583487
4771, 11, 1, -500.702230597492
4771, 9, -1, -455.240451812173
4773, 8, -1, -621.459731227723
4773, 9, 0, -648.377908241728
4778, 18, -1, -1247.05095483903
4778, 17, -2, -1210.67549508738
4780, 29, -1, -432.222495227375
4780, 30, 0, -459.14067224138
4783, 7, -1, -1110.77648852733
4783, 8, 0, -1137.69466554134
4783, 6, -2, -1083.85831151332
4796, 11, 0, -791.451688849188
4796, 12, 1, -818.369865863193
4796, 10, -1, -764.533511835183
4796, 9, -2, -745.989910063869
4797, 11, 0, -791.451688849188
4797, 12, 1, -818.369865863193
4797, 10, -1, -764.533511835183
4797, 9, -2, -745.989910063869
4805, 31, -1, -55.8792911972674
4805, 32, 0, -82.7974682112725
4807, 8, -3, -1870.51279867321
4807, 9, -2, -1906.88825842487
4812, 16, -1, -1918.68476811622
4812, 15, -2, -1900.14116634491
4812, 17, 0, -1937.22836988754
4812, 18, 1, -1973.60382963919
4815, 10, 0, -601.504195212845
4831, 19, 0, -872.412447417825
4834, 26, 0, -228.320593531722
4834, 25, -1, -201.402416517717
4843, 34, 0, -483.093017407468
4843, 33, -1, -456.174840393463
4849, 31, -1, -208.759286375247
4849, 32, 0, -235.677463389252
4853, 31, -1, -369.130039730068
4853, 32, 0, -396.048216744074
4861, 42, 0, -2896.44257328234
4867, 28, 0, -181.279548674226
4874, 13, 0, -464.460208397779
4875, 27, 0, -569.452718307411
4883, 25, 0, -281.804871361883
4895, 12, -4, -3037.55303819655
4895, 13, -3, -3073.9284979482
5001, 12, -1, -1822.38554952091
5001, 11, -2, -1786.01008976926
5003, 12, 0, -944.764053882959
5011, 29, 0, 386.454910547818
5016, 11, 0, -666.653922202636
5016, 10, -1, -648.110320431322
5016, 12, 1, -693.572099216641
5026, 9, 0, 350.065733732829
5026, 10, 1, 331.522131961515
5031, 15, 0, -365.147199514015
5052, 10, 0, -753.364482746373
5058, 8, 1, -79.1583598808769
5058, 7, 0, -60.6147581095629
5076, 16, -1, 51.1229599664864
5076, 17, 0, 24.2047829524813
5079, 11, -1, -195.417573477086
5079, 12, 0, -222.335750491092
5086, 111, 0, 2501.6916159957
5100, 10, 0, -580.781818609125
5100, 9, -1, -553.86364159512
5116, 42, 0, -329.43786172509
5117, 43, 0, -165.081847701054
5117, 44, 1, -183.625449472368
5126, 10, 0, -556.540307726984
5127, 11, 0, 95.6457515282968
5127, 12, 1, 77.1021497569828
5130, 6, 0, -30.6454198518436
5131, 13, -1, -792.701748271121
5131, 14, 0, -819.619925285126
5133, 5, -1, -450.172324922017
5133, 6, 0, -477.090501936022
5145, 8, -1, -343.975275102786
5145, 9, 0, -362.5188768741
5145, 10, 1, -389.437053888105
5146, 4, 0, -281.624556606819
5147, 8, -1, -756.797846945554
5147, 9, 0, -783.716023959559
5158, 18, 0, -981.980013384138
5158, 17, -1, -955.061836370133
5161, 13, -1, -323.210535935653
5161, 16, 2, -387.215916492286
5161, 14, 0, -341.754137706967
5161, 15, 1, -360.297739478281
5163, 14, 0, -1284.78766874137
5165, 43, 0, -278.457812329311
5165, 44, 1, -297.001414100625
5176, 21, 0, -167.997782488404
5178, 23, 0, -315.475379365839
5189, 19, 0, -261.673812553282
5190, 19, 0, -409.988450394696
5191, 15, 0, -175.048514944188
5193, 17, 0, -527.290845996076
5194, 17, 0, -322.526111821623
5195, 40, 0, -214.61007708129
5198, 14, 1, -68.1336497318255
5198, 13, 0, -43.4858225616349
5200, 53, -1, 31.372147838204
5200, 54, 0, 4.45397082419888
5201, 17, 0, 237.827651134985
5202, 21, 0, -372.762516662857
5203, 19, 0, -523.944148265808
5231, 43, 0, -165.081847701054
5231, 44, 1, -183.625449472368
5235, 6, 0, -296.522459356669
5239, 6, 1, 51.9628277473942
5239, 5, 0, 70.5064295187082
5243, 21, 0, -167.997782488404
5247, 15, 0, -379.813249118641
5252, 15, 0, -898.297145965052
5253, 15, 0, -707.939216328097
5258, 66, 0, -245.832104605329
5259, 64, 0, -202.556007184599
5260, 62, 0, -259.766397458622
5261, 60, 0, -216.490300037892
5262, 58, 0, -273.700690311916
5263, 56, 0, -230.424592891186
5264, 54, 0, -287.63498316521
5265, 52, 0, -244.358885744479
5266, 50, 0, -301.569276018503
5267, 48, 0, -258.293178597773
5268, 46, 0, -315.503568871797
5269, 44, 0, -272.227471451066
5270, 46, 0, -157.9780011616
5271, 44, 0, -72.7335873857982
5272, 64, 0, -3.06212311933059
5273, 60, 0, -16.9964159726241
5274, 54, 0, -130.109415455013
5275, 52, 0, -44.8650016792112
5276, 48, 0, -58.7992945325047
5279, 54, 0, 54.3137049498839
5280, 54, 0, 54.3137049498839
5281, 6, 0, -149.131589067366
5308, 17, -3, -1679.98028566862
5308, 18, -2, -1716.35574542028
5313, 55, -1, 88.6592851352217
5313, 56, 0, 61.7411081212165
5314, 19, 0, 389.009282737936
5316, 19, 0, -470.003708699058
5317, 21, 0, -466.65701096879
5324, 18, -3, -1089.96572103734
5324, 19, -2, -1108.50932280865
5324, 20, -1, -1135.42749982266
5324, 21, 0, -1162.34567683666
5324, 22, 1, -1189.26385385067
5325, 12, -1, -1139.07860513201
5325, 11, -2, -1102.70314538036
5328, 13, 1, -401.234889845799
5328, 12, 0, -382.691288074485
5330, 8, -1, -284.032853573346
5330, 7, -2, -265.489251802032
5330, 9, 0, -331.85285357336
5330, 10, 1, -358.771030587365
5332, 11, 0, 158.084268918183
5332, 12, 1, 139.540667146869
5334, 14, 0, -410.333819497726
5338, 42, 0, -207.642930654643
5342, 16, 1, -395.738918118437
5342, 15, 0, -371.091090948247
5343, 7, -1, -544.061925766572
5343, 8, 0, -570.980102780577
5345, 12, -1, -1794.20047212177
5345, 11, -2, -1757.82501237011
5350, 7, -1, -457.016801277645
5350, 8, 0, -483.934978291651
5364, 5, -1, -1082.16263447682
5364, 3, -3, -1028.32628044881
5364, 6, 0, -1109.08081149083
5364, 4, -2, -1055.24445746282
5371, 74, 0, -127.835569084205
5371, 75, 1, -154.75374609821
5371, 73, -1, -100.9173920702
5371, 72, -2, -82.3737902988861
5375, 5, -1, -689.90028664931
5375, 6, 0, -716.818463663315
5375, 4, -2, -662.982109635305
5377, 8, 0, 343.518811621654
5378, 10, -4, -2599.07104825641
5378, 12, -2, -2671.82196775972
5378, 11, -3, -2635.44650800807
5379, 4, -2, -1138.88
5382, 13, -2, -1895.72736119977
5382, 14, -1, -1932.10282095143
5385, 8, -3, -1930.97737239609
5385, 10, -1, -1994.27100916175
5385, 9, -2, -1957.89554941009
5392, 15, -1, -1655.24545120412
5392, 16, 0, -1682.16362821812
5392, 14, -2, -1628.32727419011
5394, 10, 0, -626.583610788192
5396, 21, -2, -2416.21453213622
5396, 22, -1, -2452.58999188788
5399, 24, 0, -1607.93603996686
5400, 22, 0, -1574.96849624992
5401, 18, 0, -1156.26077611621
5402, 22, 0, -1574.96849624992
5403, 20, 0, -1287.3206493044
5404, 32, 0, -2235.70553476613
5405, 8, 0, -768.091662586762
5406, 5, -1, -728.062696391515
5406, 6, 0, -754.98087340552
5410, 10, 0, -890.465006471167
5411, 10, 0, -999.058635957178
5411, 9, -1, -972.140458943173
5412, 10, 0, -999.058635957178
5412, 9, -1, -972.140458943173
5413, 64, 0, 942.701752714632
5414, 62, 0, 1027.94616649043
5421, 64, 0, 942.701752714632
5422, 6, 0, -315.169312580112
5427, 40, -2, -1734.49996189649
5427, 39, -3, -1698.12450214483
5430, 60, 0, 1113.19058026624
5431, 58, 0, 1198.43499404204
5432, 56, 0, 1283.67940781784
5433, 56, 0, 381.341840553142
5434, 58, 0, 750.7573016059
5435, 56, 0, 836.001715381701
5512, 12, 0, -317.907205827101
5513, 12, 0, -818.679468349054
5515, 5, -1, -512.679403497501
5515, 6, 0, -539.597580511506
5516, 6, 1, -348.252815790486
5516, 4, -1, -302.791037005167
5516, 5, 0, -321.334638776481
5519, 8, -1, -501.500842812983
5519, 9, 0, -520.044444584297
5519, 10, 1, -546.962621598302
5520, 8, -1, -794.059113908947
5520, 9, 0, -820.977290922952
5520, 7, -2, -775.515512137632
5520, 10, 1, -847.895467936957
5533, 7, -1, -1162.2406125391
5533, 8, 0, -1189.15878955311
5533, 5, -3, -1108.40425851109
5533, 6, -2, -1135.3224355251
5560, 23, -1, -1416.86119650125
5560, 21, -3, -1373.66976755975
5560, 26, 2, -1529.28397914294
5560, 25, 1, -1502.36580212894
5560, 24, 0, -1466.20515508527
5560, 22, -2, -1392.21336933106
5562, 6, 0, -86.8824380786812
5565, 7, -1, -584.537633944362
5565, 8, 0, -611.455810958367
5568, 7, -1, -405.973591711654
5568, 8, 0, -432.891768725659
5571, 5, -1, -181.577140276764
5571, 4, -2, -133.757140276751
5571, 6, 0, -208.495317290769
5572, 6, -1, -595.88
5574, 8, -1, -686.776790046127
5574, 9, 0, -713.694967060132
5574, 7, -2, -668.233188274813
5574, 10, 1, -740.613144074137
5576, 10, 0, -573.326781164955
5577, 8, 0, -524.056909364764
5578, 7, 0, -169.441303784871
5579, 5, 0, 236.601625346907
5580, 7, -1, -748.826659941025
5580, 8, 0, -775.74483695503
5581, 10, 0, -309.24420435755
5582, 10, 0, -560.932131947815
5582, 9, -1, -534.01395493381
5583, 10, 0, -466.769772067746
5584, 10, 0, -718.457699658012
5584, 9, -1, -691.539522644007
5585, 6, 0, -373.498488081214
5587, 14, 1, -212.701663905018
5587, 13, 0, -194.158062133704
5588, 15, 0, -398.579356342759
5589, 14, 1, -370.227231615215
5589, 13, 0, -351.683629843901
5592, 7, -1, -875.701603984907
5592, 8, 0, -902.619780998912
5592, 5, -3, -821.865249956897
5592, 6, -2, -848.783426970902
5593, 7, -1, -386.536358056375
5593, 8, 0, -413.45453507038
5594, 12, 0, -516.039643867937
5600, 7, -1, -680.250694621479
5600, 8, 0, -707.168871635484
5600, 6, -2, -653.332517607474
5601, 10, 0, -986.740733763032
5601, 9, -1, -959.822556749027
5601, 8, -2, -932.904379735022
5604, 8, -1, -664.677336228092
5604, 9, 0, -691.595513242097
5607, 10, 0, -359.248222179478
5607, 9, -1, -332.330045165473
5608, 8, 0, -69.5550472776664
5610, 12, 0, -364.510241032536
5616, 7, -1, -745.745835534909
5616, 8, 0, -772.664012548915
5619, 10, 0, -673.48530591982
5619, 9, -1, -646.567128905814
5627, 8, 0, 40.9573385714194
5629, 10, 0, -201.722654469281
5629, 9, -1, -174.804477455276
5631, 12, 0, -672.385690969196
5634, 9, 0, -106.237139131387
5635, 8, -1, -331.006889707647
5635, 9, 0, -357.925066721652
5636, 13, 1, -212.915111040819
5636, 14, 2, -231.458712812133
5636, 12, 0, -194.371509269505
5637, 7, 0, -71.9702213820763
5638, 13, 1, -212.915111040819
5638, 14, 2, -231.458712812133
5638, 12, 0, -194.371509269505
5639, 7, 0, -14.8983777137105
5641, 5, -2, -967.755554486768
5641, 7, 0, -1021.59190851478
5641, 6, -1, -994.673731500773
5644, 11, 0, -255.275896870965
5644, 10, -1, -228.35771985696
5645, 8, -1, -641.509725932431
5645, 9, 0, -660.053327703745
5645, 10, 1, -686.97150471775
5646, 8, -1, -438.289213570467
5646, 9, 0, -465.207390584472
5651, 13, 1, -557.517012871753
5651, 14, 2, -584.435189885758
5651, 11, -1, -520.429809329125
5651, 12, 0, -538.973411100439
5652, 8, -1, -641.509725932431
5652, 9, 0, -660.053327703745
5652, 10, 1, -686.97150471775
5654, 8, -1, -720.947893823489
5654, 9, 0, -747.866070837494
5655, 8, -1, -972.635821413755
5655, 9, 0, -999.55399842776
5655, 7, -2, -945.71764439975
5656, 8, -1, -1079.91814527657
5656, 9, 0, -1106.83632229058
5656, 7, -2, -1052.99996826257
5657, 11, 0, -508.483488005202
5657, 10, -1, -481.565310991197
5658, 7, 0, 35.3234303895814
5659, 14, 0, 66.1361403894762
5659, 15, 1, 47.5925386181623
5660, 11, 0, -300.637929424635
5660, 10, -1, -273.71975241063
5662, 10, 0, -1232.43488697384
5662, 7, -3, -1151.68035593182
5662, 9, -1, -1205.51670995983
5662, 8, -2, -1178.59853294583
5663, 7, 0, -415.114021251591
5663, 6, -1, -388.195844237586
5665, 8, 1, -142.915885836893
5665, 7, 0, -124.37228406558
5668, 40, 0, -334.604621264144
5702, 8, -2, -1359.490093583
5702, 7, -3, -1340.94649181169
5702, 9, -1, -1386.40827059701
5702, 10, 0, -1422.78373034866
5731, 20, 0, -1289.66816805449
5765, 10, 0, -1627.36361916349
5765, 7, -3, -1523.31541176449
5765, 9, -1, -1591.20297211982
5765, 11, 1, -1654.28179617749
5765, 8, -2, -1541.8590135358
5771, 9, 0, -175.442542753363
5771, 10, 1, -193.986144524677
5775, 18, 0, -369.429459201079
5786, 37, -1, -576.483311130889
5786, 38, 0, -603.401488144894
5786, 36, -2, -549.565134116883
5787, 50, -2, -2264.20001060965
5787, 51, -1, -2291.11818762365
5787, 52, 0, -2318.03636463766
5789, 47, -1, -1291.02307445498
5789, 48, 0, -1317.94125146898
5789, 46, -2, -1264.10489744097
5790, 42, -2, -951.487849115048
5790, 43, -1, -978.406026129053
5790, 44, 0, -1005.32420314306
5791, 42, 0, -909.055566113938
5791, 41, -1, -882.137389099932
5791, 40, -2, -855.219212085927
5793, 45, -1, -1095.12124220199
5793, 46, 0, -1122.039419216
5793, 44, -2, -1068.20306518799
5794, 42, 0, -809.422370890077
5794, 41, -1, -782.504193876072
5794, 40, -2, -755.586016862067
5795, 39, -1, -686.235556846951
5795, 40, 0, -713.153733860956
5795, 38, -2, -659.317379832946
5800, 54, 0, 609.434348536532
5801, 54, 0, 404.669614362079
5802, 56, 0, 461.956751659097
5803, 54, 0, 720.195105043725
5804, 56, 0, 741.554976843983
5805, 56, 0, 600.222521394991
5807, 22, 0, 156.981055304847
5808, 22, 0, -47.7836788696051
5809, 69, -1, 462.363528628499
5809, 70, 0, 435.445351614494
5810, 70, 0, 835.660995152374
5811, 70, 0, 630.896260977922
5812, 72, 0, 688.183398274939
5813, 70, 0, 946.421751659567
5814, 72, 0, 967.781623459826
5815, 72, 0, 826.449168010833
5817, 10, -2, -1035.87388707386
5817, 11, -1, -1062.79206408786
5817, 12, 0, -1089.71024110187
5818, 22, 0, 562.778311810849
5819, 26, 0, 51.2306970284095
5820, 21, 1, -1311.60671558914
5820, 18, -2, -1219.07132806362
5820, 22, 2, -1347.76736263281
